id_x,first_name,second_name,team,position,code,event,is_home,opposition_team,total_points,av_minutes,av_goals_scored,av_assists,av_clean_sheets,av_goals_conceded,av_yellow_cards,av_red_cards,av_saves,av_bonus,av_bps,av_influence,av_creativity,av_threat,av_ict_index,av_value,av_total_points,av(2)_minutes,av(2)_goals_scored,av(2)_assists,av(2)_clean_sheets,av(2)_goals_conceded,av(2)_yellow_cards,av(2)_red_cards,av(2)_saves,av(2)_bonus,av(2)_bps,av(2)_influence,av(2)_creativity,av(2)_threat,av(2)_ict_index,av(2)_value,av(2)_total_points
84,Jack,Cork,BUR,MID,40145,7.0,1,CHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
85,Kevin,Long,BUR,DEF,41674,7.0,1,CHE,0.0,90.0,0.0,0.0,0.2,1.8,0.2,0.0,0.0,0.2,12.8,15.640000000000004,2.2399999999999998,2.8,2.08,45.0,2.2,90.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,15.5,12.100000000000001,0.24999999999999997,0.0,1.2499999999999998,45.0,4.0
520,Bobby,Thomas,BUR,DEF,461102,7.0,1,CHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
519,Jimmy,Dunne,BUR,DEF,218023,7.0,1,CHE,0.0,36.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,13.24,4.24,7.6,2.5200000000000005,40.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6645352591003757e-15,8.881784197001252e-16,0.0,4.440892098500626e-16,40.5,0.0
100,Dwight,McNeil,BUR,MID,433154,7.0,1,CHE,2.0,90.0,0.0,0.2,0.2,1.8,0.2,0.0,0.0,0.0,13.2,15.560000000000002,24.62,3.0,4.34,59.6,2.6,90.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,12.5,15.800000000000002,23.400000000000002,3.5,4.300000000000001,59.0,2.5
99,Bailey,Peacock-Farrell,BUR,GKP,220037,7.0,1,CHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
98,Josh,Brownhill,BUR,MID,172782,7.0,1,CHE,2.0,90.0,0.0,0.0,0.2,1.8,0.2,0.0,0.0,0.0,11.0,9.920000000000002,15.059999999999999,11.0,3.6,50.0,2.0,90.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,13.0,10.700000000000003,13.15,2.0,2.6000000000000005,50.0,2.0
97,Charlie,Taylor,BUR,DEF,103914,7.0,1,CHE,1.0,90.0,0.0,0.2,0.2,1.8,0.2,0.0,0.0,0.0,16.2,14.760000000000002,10.179999999999998,1.8,2.6799999999999997,45.0,2.6,90.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,18.0,14.700000000000003,7.649999999999997,0.0,2.25,45.0,3.5
96,Nick,Pope,BUR,GKP,98747,7.0,1,CHE,3.0,90.0,0.0,0.0,0.2,1.8,0.0,0.0,2.6,0.6,15.8,20.04,0.0,0.0,2.0,55.0,3.4,90.0,0.0,0.0,0.5,0.5,0.0,0.0,4.0,1.5,24.5,33.5,0.0,0.0,3.35,55.0,6.5
46,Ezri,Konsa Ngoyo,AVL,DEF,199798,7.0,1,SOU,0.0,90.0,0.2,0.0,0.6,1.0,0.0,0.0,0.0,0.6,22.0,24.6,0.1,11.8,3.6399999999999997,45.4,5.8,90.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,15.5,18.699999999999996,0.1,13.0,3.1500000000000004,46.0,3.5
95,Robbie,Brady,BUR,MID,90517,7.0,1,CHE,1.0,12.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.4,1.44,0.5,3.4,0.54,50.0,0.4,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.1,0.0,0.1,50.0,0.5
93,Matej,Vydra,BUR,FWD,81183,7.0,1,CHE,0.0,24.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,3.0,1.72,5.42,13.0,2.0199999999999996,50.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,50.0,0.5
92,Matthew,Lowton,BUR,DEF,68983,7.0,1,CHE,1.0,18.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.4,3.04,0.26,0.0,0.33999999999999997,44.6,0.4,45.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,6.0,7.6,0.65,0.0,0.85,44.0,1.0
91,Chris,Wood,BUR,FWD,60689,7.0,1,CHE,2.0,90.0,0.2,0.0,0.2,1.8,0.0,0.0,0.0,0.0,4.6,9.240000000000002,4.32,34.8,4.7,64.6,2.8,90.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-2.5,3.3000000000000025,8.15,36.0,4.449999999999999,64.0,2.0
90,Johann Berg,Gudmundsson,BUR,MID,60586,7.0,1,CHE,0.0,34.6,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,3.6,2.88,3.9799999999999995,4.2,1.1199999999999999,54.4,1.2,75.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,7.5,5.299999999999999,9.299999999999999,10.5,2.55,54.0,2.5
89,Ashley,Westwood,BUR,MID,60551,7.0,1,CHE,2.0,90.0,0.2,0.0,0.2,1.8,0.2,0.0,0.0,0.2,17.2,18.0,24.46,6.8,4.9399999999999995,54.6,3.2,90.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,14.5,15.200000000000003,34.2,8.5,5.800000000000001,54.0,2.0
88,Ben,Mee,BUR,DEF,51927,7.0,1,CHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0
87,Ashley,Barnes,BUR,FWD,44699,7.0,1,CHE,2.0,48.0,0.0,0.0,0.2,0.8,0.2,0.0,0.0,0.0,1.2,2.48,10.559999999999999,20.8,3.38,60.0,1.0,82.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5,5.6000000000000005,12.799999999999999,37.0,5.549999999999999,60.0,2.0
86,Jay,Rodriguez,BUR,FWD,44683,7.0,1,CHE,1.0,17.6,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,1.6,0.76,2.56,2.6,0.6,59.4,0.6,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,0.8,0.0,0.1,59.0,1.0
94,Ben,Gibson,BUR,DEF,83312,7.0,1,CHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
45,Anwar,El Ghazi,AVL,MID,193488,7.0,1,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,0.0
44,Marvelous,Nakamba,AVL,MID,184704,7.0,1,SOU,0.0,2.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,1.6800000000000002,0.12,1.4,0.34,44.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,5.551115123125783e-17,44.0,0.0
43,James,Bree,AVL,DEF,184386,7.0,1,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
29,Ahmed,El Mohamady,AVL,DEF,37339,7.0,1,SOU,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.72,2.2199999999999998,0.4,0.33999999999999997,44.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
28,Tom,Heaton,AVL,GKP,21205,7.0,1,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
273,John,Stones,MCI,DEF,97299,7.0,0,SHU,0.0,18.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.8,4.04,0.06,0.0,0.42000000000000004,49.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,0.0
288,Eric,Garcia,MCI,DEF,432656,7.0,0,SHU,0.0,36.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,6.6,7.4,4.5200000000000005,0.2,1.2,48.8,0.4,45.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8.0,11.2,3.4,0.5,1.5,48.0,1.0
12,Emiliano,Martínez,AVL,GKP,98980,7.0,1,SOU,0.0,90.0,0.0,0.0,0.6,1.0,0.0,0.0,4.0,0.8,27.6,34.67999999999999,0.0,0.0,3.46,46.2,6.8,90.0,0.0,0.0,0.5,1.5,0.0,0.0,5.5,1.0,26.0,40.1,0.0,0.0,3.9999999999999996,47.5,6.0
274,Benjamin,Mendy,MCI,DEF,102826,7.0,0,SHU,0.0,50.0,0.0,0.0,0.0,1.4,0.4,0.0,0.0,0.0,4.6,3.3200000000000003,5.24,2.0,1.02,60.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,3.3306690738754696e-16,0.0,0.0,60.0,0.0
275,Riyad,Mahrez,MCI,MID,103025,7.0,0,SHU,3.0,69.2,0.2,0.2,0.2,1.4,0.0,0.0,0.0,0.4,12.8,15.440000000000001,24.0,35.4,7.480000000000001,85.0,3.8,90.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,9.5,10.900000000000002,23.65,71.0,10.55,85.0,2.5
276,Raheem,Sterling,MCI,MID,103955,7.0,0,SHU,3.0,88.2,0.4,0.2,0.2,1.6,0.0,0.0,0.0,1.0,12.6,23.0,19.72,40.0,8.28,115.2,5.8,90.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.5,14.5,22.499999999999993,11.549999999999997,31.0,6.499999999999998,115.5,6.5
272,Kevin,De Bruyne,MCI,MID,61366,7.0,0,SHU,6.0,58.4,0.2,0.2,0.0,1.4,0.0,0.0,0.0,0.6,14.6,24.48,40.94,27.6,9.32,115.8,3.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.800000000000006,9.649999999999991,5.5,1.9000000000000012,115.5,0.5
277,João Pedro Cavaco,Cancelo,MCI,DEF,121145,7.0,0,SHU,8.0,36.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.6,10.0,11.0,12.939999999999998,4.4,2.84,54.4,2.6,90.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.5,25.0,27.5,32.349999999999994,11.0,7.1,54.0,6.5
278,Ederson,Santana de Moraes,MCI,GKP,121160,7.0,0,SHU,6.0,90.0,0.0,0.0,0.2,1.6,0.0,0.0,2.4,0.0,15.2,19.759999999999998,0.0,0.0,1.98,60.0,3.0,90.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,0.0,17.5,18.4,0.0,0.0,1.8499999999999996,60.0,4.5
279,Nathan,Aké,MCI,DEF,126184,7.0,0,SHU,0.0,57.8,0.2,0.0,0.2,1.2,0.4,0.0,0.0,0.0,11.4,12.88,4.9399999999999995,3.8,2.1599999999999997,55.0,2.6,45.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,10.0,4.599999999999999,2.9000000000000004,0.0,0.7499999999999992,55.0,2.5
280,Aymeric,Laporte,MCI,DEF,146941,7.0,0,SHU,8.0,18.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.8,2.16,0.13999999999999999,1.2,0.36,60.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0
281,Bernardo Mota,Veiga de Carvalho e Silva,MCI,MID,165809,7.0,0,SHU,3.0,36.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,5.2,4.5600000000000005,4.9399999999999995,2.8,1.2399999999999998,74.4,1.2,78.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,10.5,9.8,6.3,3.0,1.9499999999999997,74.0,2.5
286,Rodrigo,Hernandez,MCI,MID,220566,7.0,0,SHU,3.0,90.0,0.0,0.0,0.2,1.6,0.4,0.0,0.0,0.0,13.8,14.4,16.580000000000002,3.8,3.4799999999999995,54.8,1.8,90.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,14.5,14.699999999999996,26.650000000000002,5.5,4.699999999999999,54.5,2.0
